TITLE = "2D Mesh" 
VARIABLES = "X", "Y", "Z", "F"
ZONE I=4 J=4 K=4 DATAPACKING=POINT 
0 0 0 0
0 0 1 1
0 0 2 2
0 0 3 3
0 1 0 4
0 1 1 5
0 1 2 6
0 1 3 7
0 2 0 8
0 2 1 9
0 2 2 10
0 2 3 11
0 3 0 12
0 3 1 13
0 3 2 14
0 3 3 15
1 0 0 16
1 0 1 17
1 0 2 18
1 0 3 19
1 1 0 20
1 1 1 21
1 1 2 22
1 1 3 23
1 2 0 24
1 2 1 25
1 2 2 26
1 2 3 27
1 3 0 28
1 3 1 29
1 3 2 30
1 3 3 31
2 0 0 32
2 0 1 33
2 0 2 34
2 0 3 35
2 1 0 36
2 1 1 37
2 1 2 38
2 1 3 39
2 2 0 40
2 2 1 41
2 2 2 42
2 2 3 43
2 3 0 44
2 3 1 45
2 3 2 46
2 3 3 47
3 0 0 48
3 0 1 49
3 0 2 50
3 0 3 51
3 1 0 52
3 1 1 53
3 1 2 54
3 1 3 55
3 2 0 56
3 2 1 57
3 2 2 58
3 2 3 59
3 3 0 60
3 3 1 61
3 3 2 62
3 3 3 63
