TITLE = "2D Mesh" 
VARIABLES = "X", "Y", "Z", "F"
ZONE I=6 J=6 K=6 DATAPACKING=POINT 
0 0 0 3
0 0 1 2
0 0 2 1
0 0 3 0
0 0 4 0
0 0 4.9 0
0 1 0 7
0 1 1 6
0 1 2 5
0 1 3 4
0 1 4 4
0 1 4.9 4
0 2 0 11
0 2 1 10
0 2 2 9
0 2 3 8
0 2 4 8
0 2 4.9 8
0 3 0 15
0 3 1 14
0 3 2 13
0 3 3 12
0 3 4 12
0 3 5 12
0 4 0 15
0 4 1 14
0 4 2 13
0 4 3 12
0 4 4 12
0 4 5 12
0 5 0 15
0 5 1 14
0 5 2 13
0 5 3 12
0 5 4 12
0 5 5 12
1 0 0 19
1 0 1 18
1 0 2 17
1 0 3 16
1 0 4 16
1 0 5 16
1 1 0 23
1 1 1 22
1 1 2 21
1 1 3 20
1 1 4 20
1 1 5 20
1 2 0 27
1 2 1 26
1 2 2 25
1 2 3 24
1 2 4 24
1 2 5 24
1 3 0 31
1 3 1 30
1 3 2 29
1 3 3 28
1 3 4 28
1 3 5 28
1 4 0 31
1 4 1 30
1 4 2 29
1 4 3 28
1 4 4 28
1 4 5 28
1 5 0 31
1 5 1 30
1 5 2 29
1 5 3 28
1 5 4 28
1 5 5 28
2 0 0 35
2 0 1 34
2 0 2 33
2 0 3 32
2 0 4 32
2 0 5 32
2 1 0 39
2 1 1 38
2 1 2 37
2 1 3 36
2 1 4 36
2 1 5 36
2 2 0 43
2 2 1 42
2 2 2 41
2 2 3 40
2 2 4 40
2 2 5 40
2 3 0 44
2 3 1 45
2 3 2 46
2 3 3 47
2 3 4 47
2 3 5 47
2 4 0 44
2 4 1 45
2 4 2 46
2 4 3 47
2 4 4 47
2 4 5 47
2 5 0 44
2 5 1 45
2 5 2 46
2 5 3 47
2 5 4 47
2 5 5 47
3 0 0 48
3 0 1 49
3 0 2 50
3 0 3 51
3 0 4 51
3 0 5 51
3 1 0 52
3 1 1 53
3 1 2 54
3 1 3 55
3 1 4 55
3 1 5 55
3 2 0 56
3 2 1 57
3 2 2 58
3 2 3 59
3 2 4 59
3 2 5 59
3 3 0 60
3 3 1 61
3 3 2 62
3 3 3 63
3 3 4 63
3 3 5 63
3 4 0 60
3 4 1 61
3 4 2 62
3 4 3 63
3 4 4 63
3 4 5 63
3 5 0 60
3 5 1 61
3 5 2 62
3 5 3 63
3 5 4 63
3 5 5 63
4 0 0 48
4 0 1 49
4 0 2 50
4 0 3 51
4 0 4 51
4 0 5 51
4 1 0 52
4 1 1 53
4 1 2 54
4 1 3 55
4 1 4 55
4 1 5 55
4 2 0 56
4 2 1 57
4 2 2 58
4 2 3 59
4 2 4 59
4 2 5 59
4 3 0 60
4 3 1 61
4 3 2 62
4 3 3 63
4 3 4 63
4 3 5 63
4 4 0 60
4 4 1 61
4 4 2 62
4 4 3 63
4 4 4 63
4 4 5 63
4 5 0 60
4 5 1 61
4 5 2 62
4 5 3 63
4 5 4 63
4 5 5 63
5 0 0 48
5 0 1 49
5 0 2 50
5 0 3 51
5 0 4 51
5 0 5 51
5 1 0 52
5 1 1 53
5 1 2 54
5 1 3 55
5 1 4 55
5 1 5 55
5 2 0 56
5 2 1 57
5 2 2 58
5 2 3 59
5 2 4 59
5 2 5 59
5 3 0 60
5 3 1 61
5 3 2 62
5 3 3 63
5 3 4 63
5 3 5 63
5 4 0 60
5 4 1 61
5 4 2 62
5 4 3 63
5 4 4 63
5 4 5 63
5 5 0 60
5 5 1 61
5 5 2 62
5 5 3 63
5 5 4 63
5 5 5 63
ZONE I=4 J=4 K=4 DATAPACKING=POINT 
10 0 0 0
10 0 1 0
10 0 2 0
10 0 3 0
10 1 0 1
10 1 1 1
10 1 2 1
10 1 3 1
10 2 0 2
10 2 1 2
10 2 2 2
10 2 3 2
10 3 0 3
10 3 1 3
10 3 2 3
10 3 3 3
11 0 0 4
11 0 1 4
11 0 2 4
11 0 3 4
11 1 0 5
11 1 1 5
11 1 2 5
11 1 3 5
11 2 0 6
11 2 1 6
11 2 2 6
11 2 3 6
11 3 0 7
11 3 1 7
11 3 2 7
11 3 3 7
12 0 0 8
12 0 1 8
12 0 2 8
12 0 3 8
12 1 0 9
12 1 1 9
12 1 2 9
12 1 3 9
12 2 0 10
12 2 1 10
12 2 2 10
12 2 3 10
12 3 0 11
12 3 1 11
12 3 2 11
12 3 3 11
13 0 0 12
13 0 1 12
13 0 2 12
13 0 3 12
13 1 0 13
13 1 1 13
13 1 2 13
13 1 3 13
13 2 0 14
13 2 1 14
13 2 2 14
13 2 3 14
13 3 0 15
13 3 1 15
13 3 2 15
13 3 3 15
