TITLE = "2D Mesh" 
VARIABLES = "X", "Y", "Z", "F"
ZONE I=4 J=4 K=4 DATAPACKING=POINT 
0 0 0 3
0 0 1 2
0 0 2 1
0 0 3 0
0 1 0 7
0 1 1 6
0 1 2 5
0 1 3 4
0 2 0 11
0 2 1 10
0 2 2 9
0 2 3 8
0 3 0 15
0 3 1 14
0 3 2 13
0 3 3 12
1 0 0 19
1 0 1 18
1 0 2 17
1 0 3 16
1 1 0 23
1 1 1 22
1 1 2 21
1 1 3 20
1 2 0 27
1 2 1 26
1 2 2 25
1 2 3 24
1 3 0 31
1 3 1 30
1 3 2 29
1 3 3 28
2 0 0 35
2 0 1 34
2 0 2 33
2 0 3 32
2 1 0 39
2 1 1 38
2 1 2 37
2 1 3 36
2 2 0 43
2 2 1 42
2 2 2 41
2 2 3 40
2 3 0 44
2 3 1 45
2 3 2 46
2 3 3 47
3 0 0 48
3 0 1 49
3 0 2 50
3 0 3 51
3 1 0 52
3 1 1 53
3 1 2 54
3 1 3 55
3 2 0 56
3 2 1 57
3 2 2 58
3 2 3 59
3 3 0 60
3 3 1 61
3 3 2 62
3 3 3 63
